<quantus.metrics.localisation.auc.AUC object at 0x7f9dfa123910>_mean,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,<quantus.metrics.localisation.auc.AUC object at 0x7f9dfa123910>_std,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,method,normalize,tsr,transformer,epochs
0.09953846153846153,0.0,0.0,0.0013346267771075372,0.09953846153846153,0.05833877123146189,0.0,0.0,0.002124430206410357,0.05833877123146189,FO,True,True,,
0.0589230769230769,0.0,0.0,0.00018542171683037727,0.0589230769230769,0.02666962508244413,0.0,0.0,0.000188430461603282,0.02666962508244413,GRAD,True,True,,
0.09457692307692306,0.0,0.0,0.0011587397561196257,0.09457692307692306,0.04437247830617777,0.0,0.0,0.0018425981718427776,0.04437247830617777,FA,True,True,,
0.35723076923076924,0.0,0.05,-0.08884130251634761,0.35723076923076924,0.23229303174433724,0.0,0.15811388300841897,0.34699560490188863,0.23229303174433724,,,,authentic_opposing_information,30
