d1_mean,d2_mean,d3_mean,d4_mean,validty_mean,d1_std,d2_std,d3_std,d4_std,validty_std,method,normalize,tsr,transformer,epochs
1.0,0.8154948199270479,186.79293596966133,4.883595466679879,1.0,0.0,0.07180025006682865,18.22190283141248,0.1768147776178817,0.0,FO,True,True,,
1.0,0.8023351229435116,170.34778007831733,4.551237535502513,1.0,0.0,0.06510968117569393,17.496272124994142,0.28329485280483385,0.0,GRAD,True,True,,
1.0,0.7531773824512877,170.8658511614946,4.906599119164892,1.0,0.0,0.08056777781450765,20.29545931363987,0.1924749821210798,0.0,FA,True,True,,
1.0,0.5404535837134092,153.80012135371672,4.47186384,1.0,0.0,0.22498657249491621,73.82367814587734,0.5403015895015357,0.0,,,,authentic_opposing_information,30
