complexity_mean,<quantus.metrics.complexity.effective_complexity.EffectiveComplexity object at 0x7f89dccf1cd0>_mean,complexity_std,<quantus.metrics.complexity.effective_complexity.EffectiveComplexity object at 0x7f89dccf1cd0>_std,method,normalize,tsr,transformer,epochs
4.727734930928861,139.0,0.15967456817082698,0.0,FO,True,True,,
4.743489996459661,139.0,0.1467972443543011,0.0,GRAD,True,True,,
4.748017539818695,139.0,0.1558080300310191,0.0,FA,True,True,,
4.376485969633646,140.0,0.026849290694036528,0.0,,,,authentic_opposing_information,30
