<quantus.metrics.localisation.auc.AUC object at 0x7ff374832a50>_mean,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,<quantus.metrics.localisation.auc.AUC object at 0x7ff374832a50>_std,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,method,normalize,tsr,transformer,epochs
0.8565116279069768,0.6,0.41999999999999993,0.2986677818474871,0.8565116279069768,0.10098755204444067,0.5477225575051662,0.27748873851023215,0.15521434115786042,0.10098755204444067,FO,True,True,,
0.8411627906976745,0.2,0.24,0.26738746793331514,0.8411627906976745,0.06403060889190113,0.44721359549995804,0.1949358868961793,0.21651892504491396,0.06403060889190113,GRAD,True,True,,
0.7883720930232558,0.4,0.34,0.220006634979675,0.7883720930232558,0.11342723763225836,0.5477225575051662,0.2701851217221259,0.13451292621832522,0.11342723763225836,FA,True,True,,
0.33837209302325577,0.0,0.0,-0.4186785678788822,0.33837209302325577,0.16813084991561708,0.0,0.0,2.10444807085319,0.16813084991561708,,,,authentic_opposing_information,30
